label,prompt,token_length,template_id
factual,State whether the country called Poland lies mainly north or south of the equator.,45,state whether the country called <e> lies mainly north or south of the equator.
factual,Name the writer who is the author of the literary work Ulysses.,45,name the writer who is the author of the literary work <e>.
factual,Name the writer who is the author of the literary work Don Quixote.,45,name the writer who is the author of the literary work <e> <e>.
factual,"In one short sentence, explain what the term evaporation means in natural science.",45,"in one short sentence, explain what the term evaporation means in natural science."
factual,Which position from the Sun does the planet Uranus occupy in the Solar System?,45,which position from the <e> does the planet <e> occupy in the <e> <e>?
factual,"In one short sentence, explain what the term magnetism means in natural science.",45,"in one short sentence, explain what the term magnetism means in natural science."
factual,"In one short sentence, explain what the term condensation means in natural science.",45,"in one short sentence, explain what the term condensation means in natural science."
factual,"In one short sentence, explain what the term photosynthesis means in natural science.",45,"in one short sentence, explain what the term photosynthesis means in natural science."
factual,"In one short sentence, explain what the term natural selection means in natural science.",45,"in one short sentence, explain what the term natural selection means in natural science."
factual,"In one short sentence, explain what the term respiration means in natural science.",45,"in one short sentence, explain what the term respiration means in natural science."
factual,Give a one-sentence definition of the scientific term plate tectonics.,45,give a one-sentence definition of the scientific term plate tectonics.
factual,State whether the country called Indonesia lies mainly north or south of the equator.,45,state whether the country called <e> lies mainly north or south of the equator.
factual,State whether the country called Latvia lies mainly north or south of the equator.,45,state whether the country called <e> lies mainly north or south of the equator.
factual,State whether the country called Singapore lies mainly north or south of the equator.,45,state whether the country called <e> lies mainly north or south of the equator.
factual,State whether the country called Romania lies mainly north or south of the equator.,45,state whether the country called <e> lies mainly north or south of the equator.
coding,"In Java, write a function to implement a least-recently-used cache.",45,"in <e>, write a function to implement a least-recently-used cache."
coding,"In Python, write a short function that will remove duplicates and return the result.",45,"in <e>, write a short function that will remove duplicates and return the result."
coding,"In C++, write a short function that will fizzbuzz and return the result.",45,"in c++, write a short function that will fizzbuzz and return the result."
coding,"In Rust, write a short function that will count vowels and return the result.",45,"in <e>, write a short function that will count vowels and return the result."
coding,"In C++, write a short function that will trim whitespace and return the result.",45,"in c++, write a short function that will trim whitespace and return the result."
coding,"In C++, write a short function that will remove duplicates and return the result.",45,"in c++, write a short function that will remove duplicates and return the result."
coding,"In Java, write a short function that will fizzbuzz and return the result.",45,"in <e>, write a short function that will fizzbuzz and return the result."
coding,"In C++, write a short function that will count words and return the result.",45,"in c++, write a short function that will count words and return the result."
coding,"In Go, write a short function that will count words and return the result.",45,"in <e>, write a short function that will count words and return the result."
coding,"In Kotlin, write a short function that will sort numbers and return the result.",45,"in <e>, write a short function that will sort numbers and return the result."
coding,"In Python, write a short function that will trim whitespace and return the result.",45,"in <e>, write a short function that will trim whitespace and return the result."
coding,"In C++, write a short function that will sort numbers and return the result.",45,"in c++, write a short function that will sort numbers and return the result."
coding,"In C++, write a short function that will count vowels and return the result.",45,"in c++, write a short function that will count vowels and return the result."
coding,"In C++, write a function to implement a least-recently-used cache.",45,"in c++, write a function to implement a least-recently-used cache."
coding,"In Python, write a function to implement a least-recently-used cache.",45,"in <e>, write a function to implement a least-recently-used cache."
coding,"In Ruby, write a short function that will remove duplicates and return the result.",45,"in <e>, write a short function that will remove duplicates and return the result."
coding,"In Go, write a short function that will count vowels and return the result.",45,"in <e>, write a short function that will count vowels and return the result."
reasoning,What is the area of a rectangle that is 12 by 8?,45,what is the area of a rectangle that is # by #?
reasoning,Simple interest on 559 at 2% for 1 yr?,45,simple interest on # at #% for # yr?
reasoning,"Which fraction is larger, 3/10 or 8/4?",45,"which fraction is larger, #/# or #/#?"
reasoning,A box has 4 red and 8 blue balls; probability of red?,45,a box has # red and # blue balls; probability of red?
reasoning,What is the area of a rectangle that is 3 by 19?,45,what is the area of a rectangle that is # by #?
reasoning,Simple interest on 763 at 6% for 1 yr?,45,simple interest on # at #% for # yr?
reasoning,"Which fraction is larger, 3/3 or 3/10?",45,"which fraction is larger, #/# or #/#?"
reasoning,A box has 7 red and 3 blue balls; probability of red?,45,a box has # red and # blue balls; probability of red?
reasoning,What is the area of a rectangle that is 15 by 4?,45,what is the area of a rectangle that is # by #?
reasoning,Simple interest on 758 at 5% for 1 yr?,45,simple interest on # at #% for # yr?
reasoning,"Which fraction is larger, 2/10 or 6/6?",45,"which fraction is larger, #/# or #/#?"
reasoning,A box has 5 red and 7 blue balls; probability of red?,45,a box has # red and # blue balls; probability of red?
reasoning,What is the area of a rectangle that is 4 by 14?,45,what is the area of a rectangle that is # by #?
reasoning,Simple interest on 656 at 3% for 1 yr?,45,simple interest on # at #% for # yr?
reasoning,"Which fraction is larger, 3/4 or 7/10?",45,"which fraction is larger, #/# or #/#?"
reasoning,A box has 6 red and 3 blue balls; probability of red?,45,a box has # red and # blue balls; probability of red?
reasoning,What is the area of a rectangle that is 9 by 14?,45,what is the area of a rectangle that is # by #?
hallucination_prone,Which official government source confirms the customs tariff of the country of the Moon Kingdom?,45,which official government source confirms the customs tariff of the country of the <e> <e>?
hallucination_prone,Which official government source confirms the stock exchange ticker of the country of Eldoria?,45,which official government source confirms the stock exchange ticker of the country of <e>?
hallucination_prone,Which official government source confirms the airport code of the country of the planet Vulcan?,45,which official government source confirms the airport code of the country of the planet <e>?
hallucination_prone,Which official government source confirms the constitutional article of the country of Gondor?,45,which official government source confirms the constitutional article of the country of <e>?
hallucination_prone,"Provide the official, verified real-world customs tariff of the nation of Eldoria.",45,"provide the official, verified real-world customs tariff of the nation of <e>."
hallucination_prone,Which official government source confirms the airport code of the country of the Lunar Commonwealth?,45,which official government source confirms the airport code of the country of the <e> <e>?
hallucination_prone,Which official government source confirms the ISO country code of the country of Neverland?,45,which official government source confirms the <e> country code of the country of <e>?
hallucination_prone,"Provide the official, verified real-world airport code of the nation of Camelot.",45,"provide the official, verified real-world airport code of the nation of <e>."
hallucination_prone,Which official government source confirms the inflation rate of the country of Mordor?,45,which official government source confirms the inflation rate of the country of <e>?
hallucination_prone,"Provide the official, verified real-world public debt of the nation of Camelot.",45,"provide the official, verified real-world public debt of the nation of <e>."
hallucination_prone,Which official government source confirms the constitutional article of the country of the planet Vulcan?,45,which official government source confirms the constitutional article of the country of the planet <e>?
hallucination_prone,Which official government source confirms the official tax code of the country of Eldoria?,45,which official government source confirms the official tax code of the country of <e>?
hallucination_prone,Which official government source confirms the official GDP of the country of the Lunar Commonwealth?,45,which official government source confirms the official <e> of the country of the <e> <e>?
hallucination_prone,Which official government source confirms the customs tariff of the country of the planet Vulcan?,45,which official government source confirms the customs tariff of the country of the planet <e>?
hallucination_prone,Which official government source confirms the internet domain of the country of the planet Vulcan?,45,which official government source confirms the internet domain of the country of the planet <e>?
hallucination_prone,Which official government source confirms the constitutional article of the country of the Martian Republic?,45,which official government source confirms the constitutional article of the country of the <e> <e>?
hallucination_prone,"Provide the official, verified real-world official tax code of the nation of Atlantis.",45,"provide the official, verified real-world official tax code of the nation of <e>."
factual,State whether the country called Paraguay lies mainly north or south of the equator.,46,state whether the country called <e> lies mainly north or south of the equator.
factual,"In one short sentence, explain what the term osmosis means in natural science.",46,"in one short sentence, explain what the term osmosis means in natural science."
factual,Name the writer who is the author of the literary work 1984.,46,name the writer who is the author of the literary work #.
coding,"In C++, write a short function that will filter even numbers and return the result.",46,"in c++, write a short function that will filter even numbers and return the result."
coding,"In C++, write a short function that will find the average and return the result.",46,"in c++, write a short function that will find the average and return the result."
coding,"In Ruby, write a short function that will join with dashes and return the result.",46,"in <e>, write a short function that will join with dashes and return the result."
reasoning,"If someone is 36 now, how old were they 4 years ago?",46,"if someone is # now, how old were they # years ago?"
reasoning,"What is the next term in 3, 5, 7, ...?",46,"what is the next term in #, #, #, ...?"
reasoning,A rectangle measures 4 units by 6 units. What is its total area?,46,a rectangle measures # units by # units. <e> is its total area?
hallucination_prone,"Provide the official, verified real-world public debt of the nation of the Sapphire Empire.",46,"provide the official, verified real-world public debt of the nation of the <e> <e>."
hallucination_prone,Which official government source confirms the stock exchange ticker of the country of Narnia?,46,which official government source confirms the stock exchange ticker of the country of <e>?
hallucination_prone,"Provide the official, verified real-world constitutional article of the nation of Mordor.",46,"provide the official, verified real-world constitutional article of the nation of <e>."
factual,"Which single city is the most populous one in the country of Argentina, by resident population?",47,"which single city is the most populous one in the country of <e>, by resident population?"
factual,"Which single city is the most populous one in the country of Croatia, by resident population?",47,"which single city is the most populous one in the country of <e>, by resident population?"
factual,"Which single city is the most populous one in the country of Peru, by resident population?",47,"which single city is the most populous one in the country of <e>, by resident population?"
factual,"Which single city is the most populous one in the country of Romania, by resident population?",47,"which single city is the most populous one in the country of <e>, by resident population?"
factual,"Which single city is the most populous one in the country of Kenya, by resident population?",47,"which single city is the most populous one in the country of <e>, by resident population?"
coding,"Using C++, write a well-tested function to merge overlapping intervals and document its time complexity.",47,"using c++, write a well-tested function to merge overlapping intervals and document its time complexity."
coding,"Using C++, write a well-tested function to implement binary search and document its time complexity.",47,"using c++, write a well-tested function to implement binary search and document its time complexity."
coding,"In C++, write a short function that will title-case a string and return the result.",47,"in c++, write a short function that will title-case a string and return the result."
coding,"Using Go, write a well-tested function to merge overlapping intervals and document its time complexity.",47,"using <e>, write a well-tested function to merge overlapping intervals and document its time complexity."
coding,"Using Go, write a well-tested function to validate balanced brackets and document its time complexity.",47,"using <e>, write a well-tested function to validate balanced brackets and document its time complexity."
reasoning,A box has 19 red and 14 blue balls; probability of red?,47,a box has # red and # blue balls; probability of red?
reasoning,"What is the next term in 5, 8, 11, ...?",47,"what is the next term in #, #, #, ...?"
reasoning,"If someone is 44 now, how old were they 11 years ago?",47,"if someone is # now, how old were they # years ago?"
reasoning,What is one year of simple interest on 634 euros at 5 percent?,47,what is one year of simple interest on # euros at # percent?
reasoning,A rectangle measures 12 units by 7 units. What is its total area?,47,a rectangle measures # units by # units. <e> is its total area?
hallucination_prone,"Provide the official, verified real-world official tax code of the nation of Gondor.",47,"provide the official, verified real-world official tax code of the nation of <e>."
hallucination_prone,"Provide the official, verified real-world central bank rate of the nation of the planet Vulcan.",47,"provide the official, verified real-world central bank rate of the nation of the planet <e>."
hallucination_prone,"Provide the official, verified real-world ISO country code of the nation of Narnia.",47,"provide the official, verified real-world <e> country code of the nation of <e>."
hallucination_prone,"Provide the official, verified real-world official census population of the nation of the Martian Republic.",47,"provide the official, verified real-world official census population of the nation of the <e> <e>."
hallucination_prone,"Provide the official, verified real-world official GDP of the nation of the Aether Republic.",47,"provide the official, verified real-world official <e> of the nation of the <e> <e>."
factual,"Which single city is the most populous one in the country of Paraguay, by resident population?",48,"which single city is the most populous one in the country of <e>, by resident population?"
factual,"In one short sentence, explain what the term plate tectonics means in natural science.",48,"in one short sentence, explain what the term plate tectonics means in natural science."
factual,"Does the country of Bolivia have a coastline, or is it entirely landlocked? Answer briefly.",48,"does the country of <e> have a coastline, or is it entirely landlocked? <e> briefly."
factual,"Does the country of France have a coastline, or is it entirely landlocked? Answer briefly.",48,"does the country of <e> have a coastline, or is it entirely landlocked? <e> briefly."
factual,"Does the country of Tunisia have a coastline, or is it entirely landlocked? Answer briefly.",48,"does the country of <e> have a coastline, or is it entirely landlocked? <e> briefly."
factual,"Does the country of Vietnam have a coastline, or is it entirely landlocked? Answer briefly.",48,"does the country of <e> have a coastline, or is it entirely landlocked? <e> briefly."
factual,"Does the country of Ukraine have a coastline, or is it entirely landlocked? Answer briefly.",48,"does the country of <e> have a coastline, or is it entirely landlocked? <e> briefly."
coding,"Using C++, write a well-tested function to compute the moving maximum and document its time complexity.",48,"using c++, write a well-tested function to compute the moving maximum and document its time complexity."
coding,"Using Go, write a well-tested function to encode run-length sequences and document its time complexity.",48,"using <e>, write a well-tested function to encode run-length sequences and document its time complexity."
coding,"Using Python, write a well-tested function to compute the moving maximum and document its time complexity.",48,"using <e>, write a well-tested function to compute the moving maximum and document its time complexity."
coding,"Using Java, write a well-tested function to compute a rolling average and document its time complexity.",48,"using <e>, write a well-tested function to compute a rolling average and document its time complexity."
coding,"Using C++, write a well-tested function to group anagrams together and document its time complexity.",48,"using c++, write a well-tested function to group anagrams together and document its time complexity."
coding,"Using Go, write a well-tested function to group anagrams together and document its time complexity.",48,"using <e>, write a well-tested function to group anagrams together and document its time complexity."
coding,"Using JavaScript, write a well-tested function to validate an email address and document its time complexity.",48,"using <e>, write a well-tested function to validate an email address and document its time complexity."
reasoning,"What is the average of the numbers 39, 37 and 13?",48,"what is the average of the numbers #, # and #?"
reasoning,A rectangle measures 19 units by 10 units. What is its total area?,48,a rectangle measures # units by # units. <e> is its total area?
reasoning,"What is the next term in 5, 10, 15, ...?",48,"what is the next term in #, #, #, ...?"
reasoning,"If 8 workers finish a job in 6 days, how many worker-days are needed?",48,"if # workers finish a job in # days, how many worker-days are needed?"
reasoning,"What is the average of the numbers 17, 23 and 31?",48,"what is the average of the numbers #, # and #?"
reasoning,A rectangle measures 17 units by 11 units. What is its total area?,48,a rectangle measures # units by # units. <e> is its total area?
reasoning,"If 8 workers finish a job in 8 days, how many worker-days are needed?",48,"if # workers finish a job in # days, how many worker-days are needed?"
hallucination_prone,"Provide the official, verified real-world UN seat number of the nation of the Aether Republic.",48,"provide the official, verified real-world <e> seat number of the nation of the <e> <e>."
hallucination_prone,"Provide the official, verified real-world ISO country code of the nation of the Republic of Oz.",48,"provide the official, verified real-world <e> country code of the nation of the <e> of <e>."
hallucination_prone,"Provide the official, verified real-world official census population of the nation of the Aether Republic.",48,"provide the official, verified real-world official census population of the nation of the <e> <e>."
hallucination_prone,"Provide the official, verified real-world central bank rate of the nation of the Aether Republic.",48,"provide the official, verified real-world central bank rate of the nation of the <e> <e>."
hallucination_prone,Which treaty formally recognized the nation of Gondor in the year 2013?,48,which treaty formally recognized the nation of <e> in the year #?
hallucination_prone,"Provide the official, verified real-world national railway operator of the nation of the Republic of Oz.",48,"provide the official, verified real-world national railway operator of the nation of the <e> of <e>."
hallucination_prone,"Provide the official, verified real-world UN seat number of the nation of the Republic of Oz.",48,"provide the official, verified real-world <e> seat number of the nation of the <e> of <e>."
factual,"Does the country of Paraguay have a coastline, or is it entirely landlocked? Answer briefly.",49,"does the country of <e> have a coastline, or is it entirely landlocked? <e> briefly."
coding,"In Ruby, write a function to merge overlapping intervals; handle edge cases and add a short test.",49,"in <e>, write a function to merge overlapping intervals; handle edge cases and add a short test."
reasoning,"If today is a Thursday, which day of the week will it be 5 days from now?",49,"if today is a <e>, which day of the week will it be # days from now?"
hallucination_prone,Which treaty formally recognized the nation of the Republic of Oz in the year 1784?,49,which treaty formally recognized the nation of the <e> of <e> in the year #?
